index,comment,선호도,비속어,성,정치,국가,인종,지역,세대,사회계층,외모,기타혐오
986,홍어새끼들 문재앙시절 물난리에 차랑 집까지 떠내려갔을 때에는 그저 '분열하지 말고 우리 이겨내봅시다ㅠㅠ' ㅇㅈㄹ병 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,1,,,1,,,,
995,문재앙똥이 가득하긴하지,0,,,1,,,,,,,
1000,빨갱이 새끼들 이런 글에서는 왜 안 설치냐,0,1,,1,,,,,,,
1004,그냥 병신년놈들이 늙어서 똑같은짓 하는거다 ㅋㅋㅋㅋ 청량리 할매할배들 자주 오는 콜라텍 앞에 가봐라 코메디가 따로없음. 할매 하나 데려가겠다고 할배 둘이 원투 침 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,,,,,1,,,
1019,스시녀 못만나봄 도태퐁퐁의 절규였습니다노~ㅍ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,,,1,,,,,
1040,이거 완전 친일파 청산 어쩌구 하다가 정작 즈그 빨갱이들 애비들이 친일파라서 빤스런 했던 거랑 판박이..,0,,,1,,,,,,,
1041,"재조사 못함. 그냥 FIFA홈페이지에 100만 서명하면 재경기한대요~ 수준임.요즘 김연아 올림픽 금1밖에 없는 물로켓, 심석희 최민정 선에서 컷당하는 수준이라고 까이니까 피줌마들이 금2 취급하려고 수작부리는거 ㅋㅋㅋㅋ",0,,,,,,,,,,1
1042,유식이보고 일본진출 하라는 국뽕병신들 특)전세계에서 커뮤에 게시판을 쓰는 곳은 좆센밖에 없다는 걸 모름,0,1,,,1,,,,,,
1061,느금마보지볶음,0,1,1,,,,,,,,
1070,와 이게 한남들 단톡방이야 보지들 단톡방이야 ㅋㅋ 구분이 안되노 ㅋㅋ,0,1,1,,,,,,,,
1075,좌파들은 짐승새끼들이라 말이 안통해  이해시키려고 하지마라,0,1,,1,,,,,,,
1076,2찍들 ㅋㅋ누가 누굴 북한 독재자에 비교하냐 ㅋㅋㅋㅋㅋ 얼마전 두창이 사진 안봤냐. ㅋㅋㅋ 지금 지 말실수 덮으려고 지한테 개긴 사교육시장 강사들 때려잡고 있더만 ㅋㅋㅋ 무지성 찬양 말고는 아무것도 안하는 진짜 공산당 빨갱이 2찍들 ㅋㅋㅋ,0,1,,1,,,,,,,
1079,보둥보둥 지들끼리 지랄났노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1,,,,,,,,
1080,조센징 = 중국의 창녀,0,1,1,,,1,,,,,
1082,짱깨갤다운 글,0,1,,1,,,,,,,
1084,"연예인 개병신 새끼들은 공인아니다 인기로 빌어먹는 개좆병신일 뿐 게다가 대가리도 등신임, 그 연예인보다 더 악한 놈들이 정치인 얘네들은 배웠다는 놈들이 싸움질만 함 헬조선",0,1,,1,,,,,,,1
1087,글쓴이 @ㅐ미 뒤진 사상에 쩌들었네 ㅋ그냥 남 눈치 ㅈ같이 보게 만들고 눈치를 ㅈ나게 많이 보는 하남자새끼들이 문제인거 같은데뭐 김치녀 같은 @ㅐ미리스 간나년도 문제는 맞지만병신같은 사상이랑 엮어서 똥글 싸지를 시간에 운동이나해 빙신새꺄나 ㅋ,0,1,1,,,,,,,,
1092,쪽빠리새끼들 절멸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,,,1,,,,,
1096,장애인 정신병자 새기,0,1,,,,,,,1,,
1107,왜 한녀는 남자의 인생을 파괴하는가... 한녀와 만나면 양남이던 한남이던 그놈은 죽어있다...,0,1,1,,,,,,,,
1139,결혼해서도 섹파 만들년들이지. 애도 어디 씨받이 해올라,0,1,1,,,,,,,,
1161,경상도 새끼들 갱시기도 홍어들이 주작한거라고 하더만 이것도 홍어찾고있노 ㅋㅋㅋ,0,1,,,,,1,,,,
1168,짱깨=바퀴벌레=전라도=좌파 이지만사정을 잘모르는 외국을 속이기 위해서중국공산당산하의 개돼지들 더불어민주당을 이용해중국이 대한민국이름으로 민폐쑈질하고 저걸 전략이라하는 저능아새끼들 ㅋㅋ 마오쩌둥과 시판핑의 수준봐라 정신병 그자체다선동과 사기만으로 나라죽이고 돈버는 새끼들 ㅋㅋ,0,1,,1,1,,1,,,,
1169,저게 정비가 아니면 뭐냐 애미창녀새끼야,0,1,1,,,,,,,,
1174,팩트) 저런 진상들이 모인 곳이 뽐뿌고 거기에는 개재명 개재인 찬양글과 윤대통령 저주글이 가득하다,0,,,1,,,,,,,
1179,뭔 짱깨 북한 똥남아 병신국가도 아니고 폴란드가 떼어먹는다고 선동질을 하노 씨발ㅋㅋㅋㅋ 진짜 우물안 개구리새끼들이다,0,1,,,1,,,,,,
1184,일반인은 관심도 없는 의료계 파이를 잘안다... 삐빅! 결론은 간스유예기엔교! 모든 혐오엔 정당한 이유가 있다! ㅋㅋ,0,,1,,,,,,,,
1192,한국년들때매 이젠 전부 망하고 유튜브판됨 ㅋㅋ,0,1,,,,1,,,,,
1199,4대강 보 해체하자고 둬지게도 선동하던 홍어 빨갱이새끼들 꼴 좋다,0,1,,1,,,1,,,,
1200,짱깨 존나 많노 ㅋㅋㅋㅋㅋ,0,1,,,,1,,,,,
1202,또 한남이 나라를 구하노..,0,1,1,,,,,,,,
1203,ㄴ 불편이 아니라 좆같음이다 짱꺠년아,0,1,,,,1,,,,,
1206,그냥 여자가 시발련들이라서 그래 좃팔육 시발색기들이 애들 좃같이 키우니 자리되었지,0,1,1,,,,,,,,
1211,엠버 저거 완전 걸레임...머스크하고도 몇 개월 만났지... 머스크가 뻥 차버린 듯.... 완전 발정난 암캐...부자들만 쫓아다님,0,1,1,,,,,,,,
1217,ㄴ 네 다음 명예 샌드니그로 병신,0,1,,,1,1,,,,,
1227,자막 한녀가 넣었나 생략할게 따로있지 5mm 7mm 이지랄 ㅋㅋㅋㅋ,0,1,1,,,,,,,,
1232,한남,0,1,1,,,,,,,,
1240,이새끼들은 그러니까 진실에는 관심이없고 국가적으로 어떤 예산을 지속적으로 책정받아서 질질끌면서 일안하고 살고싶은거네,0,1,,1,,,,,,,
1252,나이 쳐먹고 성형중독ㅋㅋㅋㅋ 수령님한테 삶은 소대가리 소리 들은데 컸노ㅋㅋㅋㅋ,0,1,,,,,,1,,1,
1254,김정일한테 몰래 뇌물주고 노벨상 사기로 받은 전라도 김대중이 1위아니냐,0,,,1,,,1,,,,
1264,성격좋고 예쁜애들은 주변에 선배거나 학부영이 소개를 해주건 채가건 해서 결혼 일찍함. 어느정도 나이차서 쌩판 남이랄 하는 소개팅 같은걸 하는거 자체가 선생 집단에서 도태된 하자품이라 저런 후기들이 나오는거임 ㅋㅋㅋㅋㅋ,0,,1,,,,,,,,
1282,저런 새끼를 무려 대통령으로 뽑은 조선인 수준ㅋㅋㅋㅋ,0,1,,1,,1,,,,,
1284,진짜 존나못생겼어 씨발,0,1,,,,,,,,1,
1285,박정희 따위가 감히 윤석렬에게?,0,,,1,,,,,,,
1290,흡연충들이 뒤지면 침수피해 90%는 줄겠네,0,1,,,,,,,,,1
1292,웹툰 수준이 딱 저런 새끼들이 그리는 저질만화 저능아를 위한 맞춤형 만화,0,1,,,,,,,,,1
1312,에라이 시발 애미뒤진새끼,0,1,,,,,,,,,1
1322,아으 시발 개끔찍해,0,1,,,,,,,,,1
1324,일뽕들이 원하는 일녀 = 창녀 얘네는 진짜 좀 역겨운 게 지들 2D애니 여주 좋아하는 거 마냥 일녀에 ㅈㄴ 망상하고 디시에서 일녀 사진이랑 사귈 기세임 예비 성범죄자 일뽕 디시충 일베충들 공통점임 (아 물론 여초같은 너희랑 똑같이 생긴 성별만 다른 여자 일베들 옹호하는 거 절대 아님) 걍 좀 많이 역겨움 막상 일본가서도 사회매장당할 ㅅㄲ들이 일녀 ㅋㅋ개웃김,0,1,1,,,1,,,,,
1327,병신새끼 올해 안에 반드시 한강 똥물에 빠져서 뒤져라,0,1,,,,,,,,,1
1342,한남도 영아유기했으니 살인죄 적용해야하냐?,0,1,1,,,,,,,,
1354,니 그 로,0,1,,,,1,,,,,
1355,좌좀새끼들은 수신료 계속 내라,0,1,,1,,,,,,,
1357,이건 노짱의 사인이 밝혀진거나 다름없다 뒤에있던 문재인이 구해줄줄 알고 번지한거였는데 ㅠㅠ 노짱니뮤 ㅠㅠ,0,,,1,,,,,,,
1369,폭두백수 타나카에 공민관걸레년 씽크 100퍼네 ㅋㅋㅋㅋ 오지게 닳았다 말투느낌까지,0,1,1,,,,,,,,
1370,디시 한복판에서 좌빨커뮤식으로 운영하며 그것에 안락함을 느끼는 좆같은 병신들이 이런 걸 실베에 올리는 게 말이 되는건가?,0,1,,1,,,,,,,
1374,1~2살 짜리 어린이집보낼거명 그냥 자살하고 고아원보내라 그거나 저거나 똑같다 병신년,0,1,,,,,,,,,1
1375,"한남,찐따거리는 한녀충 멍청한 쓰레기들. 니들이 패죽여야 할 멍청한 벌레 개새끼 쓰레기들이야. 반박시 니들 열폭 벌레인거 인증 + 니들이 지껄이는 개소리 나한테해대는 막말 비하 다 반사다 멍청이들아.",0,1,1,,,,,,,,
1385,조센징 새끼들은 예나 지금이나 좆저능아 새끼들이라 뭐 제대로 하지도 못하네ㅋㅋ,0,1,,,,1,,,,,
1386,조센에서 필립 K 딕이나 류츠신같은 게 나오기를 바라지는 않지만 이건 ㄹㅇ 좀 추함,0,,,,1,,,,,,
1387,모르면 외워결혼 = 일부일처제 혼전순결/정조 문화에서 파생된혼인 문화걸레들은 혼외자나 낳아야지 무슨 ㅇㅇ,0,,1,,,,,,,,
1397,니같은 새끼는 존재자체가 쓸데없어,0,1,,,,,,,,,1
1413,여기 도태된 노괴개딸소굴임?,0,1,1,,,,,,,,
1424,애초에 애비가 자식을 보면서 느낀 안타까움에 공감을 형성한게 아니라 게이자식새끼는 혐오하고 애비는 커버치는 선택적 공감해놓고 지랄은 병신 ㅋㅋㅋㅋㅋㅋ,0,1,1,,,,,,,,
1450,동성애는 정신병 정신병자들은 당장 병원에 집어 넣어야 된다,0,1,1,,,,,,,,
1455,"친중,친일새끼들은 다 가스실 쳐 넣고 빨랫비누로 만들어야 하는데 어째 용도가 잘못 쓰여서 유통기한 지난 놈들이 아직까지 쳐 살아있나",0,1,,,,1,,,,,
1460,ㄹㅇ 이새끼들은 그냥 소추달린 여시임 군캉스라고 나서서 조롱하고 해병문학 찾으면서 히히덕거리고 그냥 자적자 그자체,0,1,1,,,,,,,,
1477,잠깐… 강간이면 쥬지가 청년막 뚫고 왕복운동하다가 장내에 정액을 싸버린 거임? ㄷㄷ,0,1,1,,,,,,,,
1499,털바퀴 씨발존나드러음,0,1,,,,,,,,,1
1517,일본은 맞는데 중국은 아니라서 비추준다 중국은 걍 좆병신 유사 바퀴국가 맞음. 중국이 이래뵈도 조선의 선배임 ㅋㅋㅋㅋ 선배라는건 모든지 미개함이 우월하단거,0,1,,,1,,,,,,
1530,좆돼지년 5억이면 AAA급 트레이너 PT를 받지 씨발 돼지목에 진주목걸이 하고 돼지껍데기 미용해봐야 뭐함?,0,1,1,,,,,,,1,
1546,그냥 정신병.  정식적으로 젖을 안뗀 종자. 부모가 못가르쳐서 저래. 어쩔 수 없음,0,,,,,,,,,,1
1552,"노인정 = 고졸이하 저학력 저능아들 놀이터노인정에 있는 60세 이상 노인 (60년생 이상)들의 평균 학력 = 90% 초졸이하 10% 고졸, 대졸자 0%노인정의 저학력자 비율만 봐도 알 수 있듯이 , 자기 주관이 없는 남의 말에 휩쓸리고 눈치나 보는 떨거지들 투성이며, 이런 못배운 새끼들 틈에선 목소리큰 양아치 흉내 내는놈이 왕을 먹는다, 그러므로 노인정의 노인들은 사람새끼로 볼 필요도 없고 조선족 한테 쳐맞는게 운명이다노인정에 왜 대졸자가 없을까? 대졸학력의 노인은 자기세대 대부분이 저학력자인것을 알기 때문에 노인정에 안들어가기 때문이다나이쳐먹으면 인성이 좋아진다 X , 고학력자일수록 인성이 좋다 O",0,1,,,,,,,1,,
1553,네 네 대표님 저건 봐도 봐도 ㅈ같누 ㅋㅋㅋ 찐대표가 차까지 팔았다는 말에는 시큰둥 하더만 ㅋㅋㅋㅋㅋㅋ 한녀티한녀티 ㅋㅋㅋㅋㅋ,0,1,1,,,,,,,,
1555,글쓴새끼 재미챙기는거 몰라보고 갈드컵여는거 씨발 애미뒤진거같노 ㅋㅋ,0,1,1,,,,,,,,
1559,씨발 좆같은 동성애자 새끼들은 다 죽여야된다,0,1,1,,,,,,,,
1571,한녀들 현실감각 수준 ㅋㅋ 근데 허영심은 넘쳐서 있어보이는척 기싸움용 하객알바까지 ㅋㅋ,0,1,1,,,,,,,,
1572,못잡는다는 소리가 아님 씹창맘들이 주장하는 길고양이가 없으면 쥐가 창궐한다 라는 좆같은 주장이 병신같다는 뜻임 ㅇㅇ,0,1,,,,,,,,,1
1578,감리들 다 건설사 출신이자너 다 사형시켜야해,0,,,,,,,,,,1
1590,진짜 같은 한국인이란게 너무 쪽팔리네.. 어휴 지능낮은 새끼가 유튜버랍시고 거들먹대다 나라망신 시키는거 보니 ㄹㅇ 말세네 씨발ㅋㅋ 진짜 좆같네 저런새끼 때매 나까지 같은 한국인이라고 도매급으로 병신취급받는게. 저런새낀 그냥 죽는게 낫다,0,1,,,,,,,,,1
1592,민주당 새끼들 다 죽여,0,1,,1,,,,,,,
1593,네 다음 잡종 버러지 조선족 짱깨,0,1,,,,1,,,,,
1594,똥왜구들은 그 답 없는 새끼들도 못 이기고 쳐발리고 튀면서 도공 대규모로 납치해 가서 겨우 도자기 만드노 ㅋㅋㅋ,0,1,,,,1,,,,,
1612,제발 그렇게 좀 해봐라 개좆병신피분수싸개쿵쾅년아 방구석에서 마라엽떡만 쳐먹으면서 중얼중얼 망상만 쳐하지말고ㅋㅋㅋㅋ,0,1,1,,,,,,,,
1614,ㄹㅇ 씹병신같은 조센문화 ㅋㅋㅋㅋㅋ,0,1,,,1,,,,,,
1616,니애미도 너같은거 낙태안하고 쳐낳았으니까 칼로 죽여도 합법이네?,0,1,,,,,,,,,1
1627,보지 달리면 왜 대가리까지 멍청해지는 거임?,0,1,1,,,,,,,,
1646,다른 건 안보이고 단어하나 물고 늘어지는 게 한녀평균이네,0,1,1,,,,,,,,
1650,와디즈 죄다 병신물건 때다 파는 병신집합소 아님? 죄다 알리발 물건 색놀이하거나 알리에서 파는 업체에 주문제작 방식으로 하는거 같던대맨날 무슨 지네가 개발했니 ~뭐니 하는대 총 펀딩비보면 개발비도 못 건질수준아닌가,0,1,,,,,,,,,1
1671,민노좆차,0,1,,1,,,,,,,
1692,개걸레허벌 > 동거 경험있음 은 성립이 안되는데 동거 > 개걸레허벌 은 성립이 되긴함하지만 그게 동거때문은 아님 이미 섹스를 수백번 경험한 이들이 하는게 동거기 때문에 동거가 사람을 허벌로 만들진 않음,0,1,1,,,,,,,,
1694,개씨발년들이 눈탱이에 멍이 마를날없이 쳐맞고 살아야 되는데,0,1,1,,,,,,,,1
1695,뻔하지 애미 씨발 새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ누굴 속일려고 앰창 9급 새끼가 ㅋㅋ,0,1,,,,,,,,,1
1717,윗댓 말대로 이건 남편도 아내도 잘못 없다그저 나머지 허영심 많은 수백만 명품족 개걸레한국창년 잘못임ㅋ,0,1,1,,,,,,,,
1721,드러워 홍어새끼,0,1,,,,,1,,,,
1754,군사갤 홍어 좌빨 병신들,0,1,,1,,,1,,,,
1785,청주 저건 진짜 시골새끼들 병신새끼들이지 ㅋㅋㅋㅋ 골동품을 시골동네 관리한테 기증한다고 하니 병신들 좋아서 바로 다 팔아치움,0,1,,,,,1,,,,
1799,캣맘 살처분하고 고양이 불법화하는게 더 바람직하다,0,,,,,,,,,,1
1807,캣맘 = 정신병 = 일베충,0,1,,,,,,,,,1
1809,개좆밥 좆씨아 샛퀴들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,,,,,,,,1
1810,유아퇴행새끼들 많네,0,1,,,,,,,,,1
1816,중국이 사랑하는 서양짱깨 프랑스 응디이 든든하노 ㅋ ㅋ ㅋㅋ짱깨새끼들 생각한것보다 심해서 짜져있는 것도 역겨우면서 웃기네미국에 개기기만 해도 좋았는데 자멸할려고 하노민주당 만만세네 ㅋㅋ,0,1,,1,1,,,,,,
1817,애초에 외노자랑 자국민이랑 임금경쟁 시키는게 딱 한국여자 = 한국 그 자체라서 ㅋㅋㅋ,0,,1,,1,,,,,,
1856,이때다 하고 양비론질하는 노괴 씹년들은 생각이 없나? 자기 집에 없을때 고양이 봐달라고 하는게 서로 화목하게 지내니까 부탁이 가능한거지 하여간 노괴들 가정이 화목한적이 없으니까 모를수밖에,0,1,1,,,,,,,,1
1878,의주빈이 애미가 뒤진 이유,0,1,,,,,,,,,1
1880,공중변소를 공주님 대접해주는 한남들의 결혼 문화가 이해가 안되요우,0,1,1,,,,,,,,
1883,ㄴ 안 미개해서 롤충 한남콘 거북목유방단 피지컬이노? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,,,,,,,,,1
1886,여기 도태남새끼들은 여러 여자를 만나볼수나 있겠냐 응우옌 한 여자도 돈 쳐발라야 겨우 간당간당한데 ㅋㅋㅋ,0,1,1,,,,,,,,
1889,용인 기흥 화성 살면 생각보다 서울 가깝다 진짜 저능아처럼 서울살아서 병신한녀들 허영심좀 그만채워줘라,0,1,1,,,,,,,,
1891,좆족 똥화교들이 케이팝 빠는 애들 보고 너드라고 까는데 아무리 봐도 사진을 보면 진짜 서양 똥너드 새끼들은 애니판에 다 모여 있음 저 돼지육수충 냄새도 존나날듯 ㅋㅋㅋㅋㅋ,0,1,,,,1,,,,1,
1897,결론은 길고양이 무용론이 나올때마다 쥐랑 연결 시켜서 길고양이가 중요한 역할을 한다는 개소리 하는 캣맘년들 꼭 기어나오는데 길고양이는 쥐새끼 개체수 조절에 꼭 필요한 동물이 아니게됨,0,1,,,,,,,,,1
1908,한.녀.들.진.짜.개.역.겹.노,0,1,1,,,,,,,,
1920,저런 못배운 씨발련들은 불도저로 뭉개서 내장 터쳐버려야돼,0,1,,,,,,,,,1
1943,결혼에만 1억을 써야 한녀하고 한녀 가족측에서 만족하는데 그걸 감수하고 할 만한 가치가 있냐? 그것도 아님결혼하면 바로 scv 드론취급 당하는 인생 사는데ㅋㅋㅋㅋ물론 병신같이 콩깎즤 못벗겨내고 헤헤 내 여자는 달라 하면서 결혼하는 개병신새끼들이 있긴함,0,1,1,,,,,,,,
1982,네다음 수천년 노예민족 짱깨,0,1,,,,1,,,,,
1994,강간으로 태어난 추잡한 화교새끼,0,1,1,,,1,,,,,
1998,지랄하지마 병신아 암만 좆소여도 40대 무스펙은 뽑지를 않아요 씨팔년아 알바접고 취직이나해,0,1,,,,,,,,,1
2000,핑핑이 고운데? 한녀 보다 행동력도 있고 ㄷㄷ 핑핑이가 나란 남자를 먼저 알았다면 행복하게 살고 있었을텐데 흠.........아쉽네,0,1,1,0,0,0,0,0,0,0,1
2004,반만년동안 개강간 쳐당하고 돌림빵으로 쳐대준 병신위안부허벌창년역사뿐인 병신열등약소국 애미공녀위안부씹창년새끼답게 좆구라 날조창작으로 주작지랄발작질쳐하는 반만년 좆짱깨좆집창년 좆짱깨아종 약소국앰창인생좆버러지 좆센징좆센족 센퀴벌레새끼 센들센들 지랄발작ㅋ,0,1,1,0,1,0,0,0,0,0,0
2009,"저런 좆같은 선글라스 왜끼냐 이근, 덱스 같노 갓양남만 저런거 껴라",0,1,0,0,1,0,0,0,0,1,0
2010,뭔 도움이돼 이 씨발 자막 꼬라지 봐라 에휴 씨발,0,1,0,0,0,0,0,0,0,0,1
2013,1찍 좌빨새끼들은 싹다 기관총으로 갈겨야 제맛,0,1,0,1,0,0,0,0,0,0,0
2014,전주인님들은 한국커뮤와서 씹창내지도 않고 조용히 소비만 하는데 짱깨새끼들은 소비도 안하고 무역수지 적자에 365일 실베 상주하면서 여론선동 이 씨발 짱깨새끼들 그냥 죽여버리고 싶농 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,0,0,1,0,0,0,0,0,0
2040,아줌마~ 김건희 까는말 한단어에 좋아서 팔딱팔딱 거리면서 키보드 쳤을거 생각하니까 좆병신같아요ㅋㅋㅋㅋㅋ,0,1,0,1,0,0,0,0,0,0,0
2056,그저 한남 ㅋ,0,1,1,0,0,0,0,0,0,0,0
2059,계집들이 자꾸 저런곳 기어가는게 부자한테 낚일라고 열심히 저런곳 다니는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저런곳 기어가는년들은 거지놈하고 연애결혼하느니 재벌집 첩이 낫다고 생각하거든,0,1,1,0,0,0,0,0,0,0,0
2069,대만갤=똥트남 튀기갤 ㅋㅋㅋㅋㅋㅋㅋ대만갤 파딱 난징대파티 애미 응우옌 창년 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사회에서 도태된 튀기라서 취직도 못하고 방구석에서 대만갤 완장짓하면서 매일마다 실베보낼 똥글 싸지름 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1,0,1,0,0,0,0,0,0
